,Crime,Thriller,Fantasy,Horror,Sci-Fi,Comedy,Documentary,Adventure,Film-Noir,Animation,Romance,Drama,Western,Musical,Action,Mystery,War,Children's,total
346,12,12,6,3,13,173,0,21,0,14,77,109,6,39,26,5,19,28,563
347,8,10,0,0,1,33,2,5,1,3,43,58,0,5,11,3,12,3,198
348,0,1,2,2,10,23,0,13,0,5,17,33,26,29,29,1,45,5,241
349,35,79,5,23,38,95,0,34,2,0,23,74,5,2,110,9,22,0,556
350,4,25,2,3,16,27,0,18,0,5,8,12,1,2,27,3,1,8,162
351,8,20,3,2,12,36,0,17,0,8,17,23,0,4,58,2,10,5,225
352,76,136,28,69,126,297,10,112,8,26,98,337,20,17,222,31,47,53,1713
353,11,8,0,1,0,4,0,1,2,1,2,15,0,1,6,1,0,1,54
354,1,17,1,9,7,15,0,8,1,3,5,21,0,0,14,1,2,5,110
355,27,91,21,30,74,161,0,60,2,40,51,113,4,21,130,14,19,52,910
356,0,8,1,11,6,1,0,7,0,0,0,5,0,0,3,0,0,1,43
357,4,12,4,4,12,15,0,6,2,3,4,24,0,2,6,2,4,12,116
358,11,4,5,1,6,13,7,11,4,3,16,36,6,8,13,1,14,5,164
359,2,11,3,3,40,14,0,17,2,2,2,8,0,2,21,1,2,4,134
360,1,6,6,2,21,13,0,47,1,9,8,18,1,3,31,1,6,18,192
361,1,6,0,1,2,7,0,3,0,2,3,11,1,2,6,0,1,2,48
362,8,14,0,6,11,15,0,7,0,1,7,17,0,1,33,1,5,2,128
363,3,12,0,1,5,14,0,8,1,5,6,13,0,4,11,1,1,5,90
364,4,4,0,0,0,13,0,0,1,0,8,12,0,0,2,3,0,0,47
365,2,7,1,0,2,21,0,5,0,1,40,14,0,1,7,1,1,2,105
366,8,35,13,8,46,68,1,43,2,9,32,104,19,17,58,6,36,20,525
367,2,3,0,0,1,12,0,0,0,0,24,17,0,2,2,0,5,0,68
368,37,90,6,11,35,87,0,31,2,6,40,143,5,6,106,14,24,16,659
369,6,2,2,1,4,86,0,8,0,5,19,17,1,6,8,1,2,13,181
370,5,17,0,8,7,18,0,7,1,4,6,17,0,1,20,1,5,2,119
371,14,6,2,0,10,49,1,6,1,0,15,26,0,0,14,2,6,0,152
372,5,52,10,32,43,51,0,44,1,8,26,33,3,3,83,6,8,16,424
373,1,12,4,1,11,6,0,13,2,1,2,5,0,1,17,1,4,4,85
374,11,15,1,1,5,11,0,14,1,1,4,17,11,1,22,2,2,1,120
375,5,6,0,1,4,8,0,2,1,0,3,47,0,0,6,2,6,0,91
376,10,33,2,6,12,40,0,9,4,6,12,47,1,1,18,10,3,5,219
377,20,38,10,9,25,36,3,28,8,6,13,38,4,7,52,8,22,8,335
378,4,8,0,0,4,16,0,2,1,6,3,20,0,0,5,1,3,5,78
379,0,3,2,0,3,26,0,7,0,5,49,23,0,12,8,1,9,5,153
380,7,20,4,4,12,100,0,13,0,7,18,36,2,5,26,2,3,8,267
381,2,10,0,3,28,5,0,8,0,1,2,5,1,0,19,2,7,0,93
382,2,3,2,1,1,31,1,3,0,0,27,26,0,2,7,0,1,0,107
383,0,4,0,1,3,8,0,1,1,1,4,6,0,0,4,2,2,1,38
384,0,2,2,0,1,8,0,4,0,1,2,3,13,1,8,0,0,2,47
385,14,40,3,6,20,33,1,20,4,9,22,52,2,3,51,19,5,6,310
386,25,29,4,7,22,184,4,20,2,8,29,84,2,7,36,6,8,12,489
387,3,5,15,8,6,36,0,11,0,2,31,18,1,0,8,0,6,3,153
388,3,13,5,2,5,24,0,4,1,0,7,32,0,0,7,3,4,1,111
389,0,18,1,2,7,17,1,6,0,5,17,37,1,2,16,1,5,7,143
390,7,37,3,136,28,59,0,11,7,5,9,38,0,5,19,7,1,3,375
391,17,26,0,6,5,12,0,7,15,0,9,32,9,0,22,17,15,0,192
392,46,76,19,16,41,239,3,58,5,19,57,157,13,20,105,22,21,42,959
393,8,10,1,1,6,31,0,2,4,2,9,41,0,3,5,6,5,2,136
394,4,26,1,4,9,5,0,10,0,0,3,2,0,0,32,1,0,0,97
395,1,5,0,2,0,16,0,1,1,2,3,5,0,0,2,3,2,2,45
396,5,7,3,2,8,131,0,8,0,3,39,74,6,6,12,6,10,4,324
397,2,7,1,1,8,15,0,7,0,1,5,12,1,2,17,0,5,1,85
398,31,76,5,10,39,90,1,25,5,2,23,76,2,4,74,22,12,6,503
399,1,6,0,1,3,20,0,2,0,5,0,5,1,1,6,0,0,7,58
400,5,9,0,2,5,17,0,6,0,2,4,18,0,1,13,0,5,1,88
401,9,17,0,3,10,37,0,12,1,5,9,23,2,2,23,4,5,5,167
402,50,29,8,13,18,204,0,23,2,2,52,99,5,3,40,2,13,6,569
403,21,67,14,12,21,116,0,45,1,11,50,72,3,11,80,12,17,30,583
404,5,5,0,1,3,14,0,3,1,2,3,35,0,1,8,3,7,2,93
405,2,3,1,1,0,30,0,0,0,0,12,20,2,2,4,1,2,1,81
406,19,41,5,6,19,47,1,19,2,1,14,60,3,4,45,2,15,6,309
407,12,8,0,0,3,13,0,4,2,1,4,12,0,1,5,1,1,1,68
408,23,23,1,1,16,51,17,19,8,8,21,54,9,11,29,7,6,6,310
409,28,61,7,19,29,109,4,23,5,1,32,137,2,4,62,13,23,2,561
410,0,4,1,4,4,93,0,3,0,2,19,24,2,6,5,0,1,8,176
411,24,40,21,20,56,285,3,62,3,13,144,270,15,48,84,17,30,37,1172
412,25,65,11,10,54,199,3,42,8,14,108,198,13,17,98,14,27,15,921
413,4,6,4,0,7,24,0,9,0,10,15,77,0,7,16,1,11,18,209
414,4,14,0,2,5,12,0,8,4,2,10,21,7,2,15,15,22,3,146
415,11,51,6,13,45,132,2,35,7,5,52,91,2,18,45,16,18,5,554
416,5,16,0,9,5,17,0,6,3,1,9,28,0,1,6,4,2,0,112
417,0,3,1,1,5,8,0,4,1,17,1,0,0,5,2,1,0,10,59
418,8,20,0,2,10,12,0,10,0,1,8,18,1,0,36,1,3,1,131
419,7,20,1,3,14,34,0,17,0,8,21,36,4,9,28,3,13,11,229
420,3,5,2,8,6,41,0,8,0,8,8,15,6,4,16,1,2,9,142
421,1,11,1,2,2,3,0,5,0,1,5,3,0,0,9,2,1,2,48
422,2,18,2,4,36,8,0,9,4,1,3,5,0,0,16,4,5,1,118
423,4,11,2,3,6,27,1,7,2,7,6,19,0,2,13,2,2,8,122
424,77,216,36,193,163,375,10,134,19,43,141,399,28,55,266,53,70,83,2361
425,21,29,6,7,21,84,2,15,1,5,29,76,3,6,36,1,16,7,365
426,27,60,6,12,44,54,0,50,2,12,23,80,2,3,133,6,15,13,542
427,0,6,1,5,8,10,0,8,0,0,1,7,0,2,11,1,1,1,62
428,1,7,2,1,6,25,2,6,1,1,14,20,0,2,8,3,6,1,106
429,70,86,24,27,49,112,3,40,9,13,36,122,2,5,94,16,26,22,756
430,1,5,0,0,3,41,0,3,0,1,46,22,0,0,5,1,5,2,135
431,5,18,21,4,35,23,0,31,3,8,5,19,0,2,35,2,9,16,236
432,2,6,1,0,1,46,0,4,0,0,69,28,0,1,7,2,5,1,173
433,0,2,1,0,2,37,0,1,0,3,26,15,1,1,4,1,3,1,98
434,1,0,2,2,2,28,3,2,0,8,3,13,1,6,4,1,1,13,90
435,12,56,3,2,24,20,0,27,0,0,17,29,2,0,99,7,28,0,326
436,3,17,40,3,55,38,0,46,0,12,11,30,1,10,45,2,9,35,357
437,0,3,0,1,7,11,0,9,0,14,4,15,16,6,13,0,18,12,129
438,32,79,36,46,97,294,5,95,3,67,55,126,9,37,139,15,30,116,1281
439,7,17,4,2,12,30,0,13,0,1,30,44,1,1,29,0,10,2,203
440,2,10,0,0,4,12,0,6,0,0,5,7,0,0,18,1,4,0,69
441,3,12,6,1,29,12,0,12,1,0,3,10,1,2,22,1,2,4,121
442,28,48,17,15,54,232,9,47,4,18,81,134,7,28,73,10,23,28,856
443,23,11,1,2,2,5,0,3,1,0,6,18,0,0,10,2,3,2,89
444,7,13,2,3,5,58,1,4,2,6,17,61,3,5,10,8,26,8,239
445,11,81,10,44,164,63,0,56,4,9,13,55,6,4,101,7,14,16,658
446,0,7,0,1,5,15,0,5,1,7,12,30,0,2,6,1,8,4,104
447,0,1,1,0,1,6,0,2,0,8,3,24,1,6,0,0,5,12,70
448,0,8,1,2,3,9,0,2,1,0,5,6,1,0,6,0,1,1,46
449,1,7,21,28,15,15,0,15,0,3,2,4,0,1,10,0,1,13,136
450,5,10,3,3,7,16,1,4,2,4,2,24,1,2,7,2,5,6,104
451,13,21,2,5,8,51,2,11,9,5,27,132,4,9,16,7,25,6,353
452,9,30,0,22,25,28,0,14,1,2,11,56,10,6,44,3,13,5,279
453,30,51,17,12,57,194,5,81,8,15,33,111,8,11,100,9,29,32,803
454,21,33,13,18,45,133,2,30,2,21,24,82,4,18,50,8,10,24,538
455,2,1,1,0,3,16,0,7,0,0,7,8,2,2,7,0,2,2,60
456,10,31,8,10,52,37,0,39,2,8,15,43,14,4,58,10,25,9,375
457,29,58,7,21,31,69,2,19,4,2,27,105,1,2,56,11,24,1,469
458,3,10,1,10,8,13,0,11,2,0,0,11,0,0,15,4,3,1,92
459,0,5,0,2,2,12,0,4,0,1,8,13,0,2,6,1,3,0,59
460,1,0,1,2,5,44,0,3,0,0,4,9,0,3,4,0,1,1,78
461,47,84,16,18,69,144,2,107,10,7,68,167,47,9,175,16,77,24,1087
462,4,25,16,22,53,79,1,31,1,9,20,39,1,15,50,3,9,23,401
463,6,4,6,3,7,113,0,10,0,5,23,22,4,7,12,4,6,13,245
464,5,9,2,1,6,31,2,4,1,5,12,46,0,4,8,1,7,6,150
465,3,7,3,2,5,13,5,4,0,3,4,12,0,2,2,1,1,4,71
466,17,15,4,4,9,118,0,8,13,7,31,94,1,7,18,5,22,5,378
467,5,15,1,4,3,31,0,7,0,6,34,32,0,4,9,4,6,7,168
468,0,4,1,0,3,8,0,4,0,0,19,12,0,0,6,1,8,0,66
469,3,8,1,2,8,15,1,7,3,1,4,22,0,1,9,7,8,3,103
470,0,0,4,2,4,34,0,13,0,25,14,7,0,37,5,0,3,36,184
471,3,17,6,3,52,23,1,27,2,6,6,36,2,1,44,4,15,2,250
472,2,11,2,4,29,5,0,9,2,2,1,18,0,0,16,1,5,1,108
473,0,5,0,0,1,18,0,3,0,9,17,15,0,16,6,0,6,10,106
474,36,73,5,27,43,126,1,32,4,19,38,96,6,12,83,13,11,18,643
475,12,27,14,15,71,123,0,85,2,4,18,38,7,8,113,2,39,19,597
476,27,51,42,30,112,240,0,126,19,14,53,50,9,14,132,12,14,66,1011
477,16,62,5,7,52,26,0,56,1,2,19,47,9,0,192,7,29,2,532
478,8,8,0,0,1,15,0,1,2,5,13,26,1,0,3,2,6,2,93
479,7,12,7,2,13,38,0,34,1,3,13,40,1,2,24,3,7,10,217
480,6,30,4,4,28,20,1,19,0,1,13,55,1,0,39,2,11,2,236
481,23,35,6,8,22,98,0,26,3,4,37,62,7,6,52,6,18,8,421
482,75,151,14,56,105,313,7,96,9,10,127,312,36,25,192,23,49,30,1630
483,2,9,1,1,3,7,0,1,0,2,4,16,1,0,4,1,4,2,58
484,2,8,0,2,5,14,0,2,0,3,3,6,1,3,10,2,1,3,65
485,1,5,0,2,2,31,0,3,0,1,9,12,1,1,5,1,4,2,80
486,1,4,0,1,2,13,0,2,0,2,6,25,0,0,4,1,5,3,69
487,0,9,2,2,6,23,0,7,1,2,11,21,0,4,5,2,3,4,102
488,0,7,4,5,13,7,0,7,0,1,4,2,0,1,11,0,5,3,70
489,2,2,2,1,7,5,0,6,0,1,3,12,0,0,7,0,4,2,54
490,0,6,3,0,22,19,0,21,1,34,8,8,1,24,20,3,3,37,210
491,0,6,1,0,5,9,0,3,0,1,4,12,0,0,10,0,9,1,61
492,0,7,1,3,3,13,0,1,0,0,3,14,0,1,3,0,1,0,50
493,14,32,0,3,5,37,3,9,1,1,29,88,2,2,24,8,15,1,274
494,9,23,13,5,22,154,0,29,0,7,18,18,6,13,48,5,8,49,427
495,0,7,2,0,19,11,0,12,0,5,4,13,0,0,20,1,12,6,112
496,3,24,4,7,34,47,0,25,1,10,9,25,0,1,42,6,10,9,257
497,2,3,6,2,3,10,0,5,0,0,6,11,0,0,5,2,1,3,59
498,18,21,4,7,11,79,0,16,6,5,25,83,1,9,17,9,17,5,333
499,6,20,10,1,9,70,0,28,1,4,70,119,2,12,22,8,14,13,409
500,5,7,7,3,7,46,0,13,0,22,14,31,2,38,7,0,2,36,240
501,3,12,2,18,11,17,0,12,2,3,5,13,1,6,15,2,2,4,128
502,1,2,0,0,1,13,0,1,1,1,4,13,2,0,4,2,4,1,50
503,5,8,0,1,2,3,0,3,9,0,1,6,7,0,9,5,0,0,59
504,10,28,1,22,21,35,0,10,23,2,10,23,0,4,16,12,2,2,221
505,7,26,10,10,24,52,1,33,1,3,11,25,3,5,53,2,14,8,288
506,4,24,1,10,9,32,0,2,0,5,12,32,1,2,18,3,2,5,162
507,4,5,1,1,1,11,0,3,3,1,7,27,0,0,2,3,3,1,73
508,8,39,24,12,94,31,4,45,1,2,10,24,1,3,85,3,14,11,411
509,67,168,29,69,111,220,8,110,7,32,142,238,5,25,221,32,35,70,1589
510,3,9,6,2,52,32,0,37,1,26,9,10,2,7,42,3,7,28,276
511,1,2,0,3,3,7,0,1,1,0,3,13,1,1,4,3,2,0,45
512,2,21,1,0,6,4,0,4,1,0,3,11,0,0,13,23,1,0,90
513,11,25,3,15,24,70,1,17,0,3,15,59,4,6,39,5,13,3,313
514,7,18,3,10,26,25,0,14,3,5,7,22,2,0,20,5,3,3,173
515,17,28,1,6,17,54,6,10,8,3,15,87,2,3,24,6,14,1,302
516,8,58,10,28,125,118,0,44,4,12,33,70,8,9,89,9,18,22,665
517,9,9,7,2,9,81,1,17,0,10,34,77,5,12,14,7,6,24,324
518,9,50,4,12,8,67,0,14,4,0,99,140,2,9,32,10,17,7,484
519,1,1,1,0,0,27,0,1,0,13,10,15,0,5,2,0,3,19,98
520,26,70,8,38,20,112,0,26,8,21,100,106,3,30,51,23,16,34,692
521,4,19,0,2,4,5,0,4,4,0,4,10,15,0,7,4,2,1,85
522,3,14,8,3,41,10,0,19,2,1,5,9,1,1,36,2,8,4,167
523,11,19,4,5,17,49,0,16,6,4,8,27,5,3,47,3,10,7,241
524,114,239,20,96,97,336,8,94,19,16,132,394,18,21,241,56,50,27,1978
525,4,4,1,5,5,16,0,7,0,2,5,13,1,11,14,0,2,3,93
526,11,15,4,3,13,4,0,15,1,0,8,19,2,0,52,2,13,1,163
527,0,1,0,0,1,19,0,0,0,0,4,13,0,1,0,0,0,0,39
528,22,72,18,6,44,293,1,54,3,30,139,176,6,29,131,9,33,64,1130
529,20,30,1,3,17,21,4,15,8,10,6,58,3,5,37,6,13,9,266
530,10,23,4,9,58,16,1,21,2,4,5,37,0,1,42,1,12,5,251
531,49,163,33,54,53,378,1,87,3,55,182,316,9,43,131,29,26,105,1717
532,2,9,13,1,26,10,0,14,2,3,2,7,1,2,18,0,2,10,122
533,56,125,21,70,93,213,2,102,6,10,68,161,14,10,224,22,32,24,1253
534,7,14,1,0,5,36,0,8,8,3,76,51,0,2,21,6,22,2,262
535,1,4,0,2,4,5,0,6,2,5,2,6,0,3,4,1,1,4,50
536,15,36,7,38,41,54,1,39,4,47,13,46,2,22,79,19,11,44,518
537,9,16,2,6,9,22,2,7,6,1,10,51,2,4,11,7,14,0,179
538,3,6,3,3,8,20,0,17,0,3,4,16,2,0,14,0,7,5,111
539,10,30,6,9,34,25,0,36,1,33,14,19,4,10,93,1,13,24,362
540,6,7,2,1,8,9,0,4,1,4,6,19,0,0,8,1,4,3,83
541,9,22,19,8,53,65,0,30,2,52,26,50,3,23,39,2,10,59,472
542,1,8,0,3,9,12,0,4,0,0,2,13,0,0,15,1,2,0,70
543,42,125,31,96,105,265,0,102,4,37,85,130,24,27,219,22,31,61,1406
544,3,2,4,1,10,22,1,26,1,13,12,18,13,30,21,0,15,21,213
545,0,3,0,2,4,16,0,4,0,5,3,8,0,0,4,2,1,7,59
546,8,21,6,37,33,122,7,21,3,15,40,40,3,13,27,7,11,22,436
547,3,17,5,3,42,18,0,24,2,4,18,27,2,1,34,1,6,2,209
548,8,28,0,65,20,28,13,10,1,1,3,19,0,2,26,3,1,2,230
549,96,263,30,86,129,418,4,131,21,50,165,380,17,46,252,51,42,85,2266
550,79,157,44,49,168,370,8,161,18,75,133,326,16,49,250,26,49,126,2104
551,11,26,2,3,16,80,0,12,4,10,47,139,5,7,27,8,26,16,439
552,6,24,7,12,15,33,0,19,1,0,10,22,1,3,29,7,3,6,198
553,3,2,2,1,3,61,0,2,0,3,12,21,0,1,2,2,1,4,120
554,1,12,0,2,3,16,0,1,0,1,7,20,0,0,9,1,1,0,74
555,4,7,0,0,4,15,0,5,2,17,3,9,0,5,6,2,1,13,93
556,2,20,21,6,46,105,0,54,1,34,66,32,3,44,54,5,13,78,584
557,4,22,3,3,42,11,0,13,5,5,3,12,1,0,24,8,7,1,164
558,15,26,6,2,18,93,1,22,7,2,50,193,6,10,29,12,35,5,532
559,0,9,0,0,3,5,0,0,0,0,9,13,0,0,1,2,1,0,43
560,7,32,21,9,54,12,0,56,0,0,11,23,4,2,115,4,15,9,374
561,3,9,5,5,4,10,0,7,0,1,2,13,0,0,6,2,1,7,75
562,4,8,1,3,7,4,0,7,0,0,4,13,2,0,33,0,6,0,92
563,8,66,44,40,225,52,0,86,3,86,12,30,4,33,113,8,12,94,916
564,5,4,1,2,6,6,1,4,1,1,5,31,1,4,8,1,15,2,98
565,1,5,2,5,6,7,0,4,0,0,2,10,0,0,8,0,0,1,51
566,40,123,26,42,119,245,2,97,8,49,46,73,8,30,197,28,27,68,1228
567,4,4,13,6,23,14,0,57,0,2,12,14,2,4,47,0,5,8,215
568,2,10,0,0,2,3,0,4,2,0,3,11,0,0,12,4,5,1,59
569,7,4,5,6,10,112,0,17,0,8,23,10,0,3,25,1,8,25,264
570,14,30,9,7,9,66,0,18,1,41,90,139,3,15,34,8,14,38,536
571,16,68,37,6,77,25,0,42,5,5,13,26,2,0,60,10,6,19,417
572,0,1,2,1,4,6,0,4,0,2,3,7,0,0,5,0,1,3,39
573,7,21,1,1,5,0,0,3,2,0,7,18,0,1,11,6,2,1,86
574,5,5,0,0,2,6,1,2,0,2,2,13,0,0,1,0,1,1,41
575,14,48,4,2,56,56,0,40,2,7,16,31,3,5,90,3,9,4,390
576,1,6,4,1,22,23,1,20,1,2,9,22,1,0,18,1,3,5,140
577,25,43,4,6,17,70,1,15,2,3,21,64,2,2,53,4,10,2,344
578,6,6,0,1,1,11,0,1,1,1,2,16,0,0,6,1,3,1,57
579,5,9,2,2,17,41,0,13,2,2,4,14,0,1,20,2,3,2,139
580,3,3,0,1,5,5,1,4,1,1,2,24,1,1,19,2,35,1,109
581,1,5,0,2,3,26,0,8,0,2,29,15,0,1,8,1,1,4,106
582,2,22,1,10,17,28,0,8,1,4,7,22,2,1,16,1,2,4,148
583,13,30,1,10,23,50,0,19,7,21,31,83,2,34,33,7,8,22,394
584,2,4,2,0,4,9,0,8,0,0,9,27,1,1,8,0,5,2,82
585,13,32,10,6,61,50,2,31,3,23,7,34,2,8,45,6,11,23,367
586,0,9,1,1,20,10,0,6,1,4,2,9,1,1,14,1,9,1,90
587,18,29,9,18,25,235,10,27,7,10,51,146,5,16,25,9,16,13,669
588,38,76,6,12,37,177,4,26,15,10,86,225,5,23,46,34,25,14,859
589,2,2,0,0,4,22,0,3,0,3,1,7,4,0,4,1,1,2,56
590,14,24,2,2,10,54,9,0,3,5,22,99,1,1,10,4,5,7,272
591,16,55,4,11,25,85,6,11,9,1,38,118,3,4,30,24,22,3,465
592,5,7,1,1,3,5,0,6,0,0,3,5,0,0,17,0,1,0,54
593,5,9,0,0,1,19,0,1,0,1,14,96,1,0,6,3,8,1,165
594,3,8,1,2,3,118,1,9,1,1,92,51,2,15,9,5,12,3,336
595,9,24,1,0,4,51,0,8,0,3,22,50,0,2,19,4,7,5,209
596,0,11,0,3,9,16,0,8,0,4,4,14,0,4,12,1,2,4,92
597,1,7,0,3,6,25,0,5,2,2,2,19,1,0,9,2,1,2,87
598,1,13,0,3,4,9,0,4,0,1,3,16,0,0,13,1,4,0,72
599,6,3,0,0,0,4,0,0,1,1,4,22,1,1,3,2,4,1,53
600,1,4,0,3,3,12,0,2,1,1,3,6,1,0,1,2,0,0,40
601,28,60,21,45,48,160,6,40,7,15,52,122,3,23,60,16,15,28,749
602,7,38,9,26,150,18,0,44,2,5,6,21,2,1,65,2,8,8,412
603,2,19,0,0,7,22,0,8,0,0,12,27,1,1,28,1,8,1,137
604,23,91,8,20,94,73,0,65,2,3,40,66,4,3,176,6,19,6,699
605,5,45,4,9,19,36,0,22,2,8,20,40,1,3,34,8,5,10,271
606,2,1,3,1,2,30,0,4,0,5,3,4,0,4,4,0,0,14,77
607,2,5,0,0,2,5,0,0,0,0,0,21,1,1,6,1,2,0,46
608,12,42,3,34,24,55,1,16,0,2,21,54,3,2,49,6,21,1,346
609,3,17,2,0,27,7,0,16,1,1,5,17,0,0,30,2,10,0,138
610,10,17,9,5,65,38,0,27,2,4,9,51,3,1,44,4,14,11,314
611,12,26,3,10,25,39,0,12,3,6,15,67,3,1,37,6,7,7,279
612,2,12,0,3,6,12,0,8,2,2,6,22,1,3,13,3,3,2,100
613,8,10,2,2,16,38,3,11,4,4,18,60,1,2,17,3,11,3,213
614,0,0,6,0,2,19,0,9,0,35,4,8,0,19,2,0,0,50,154
615,9,26,3,6,21,29,1,15,3,4,11,30,4,1,46,3,10,5,227
616,3,12,1,2,15,9,0,9,2,6,1,15,0,3,15,0,5,3,101
617,1,6,1,0,3,7,0,3,1,0,1,10,0,0,6,7,2,0,48
618,1,8,0,17,6,13,0,4,0,0,1,13,0,2,9,1,3,1,79
619,0,1,1,0,2,18,0,2,0,1,5,9,1,1,4,0,3,1,49
620,48,28,2,6,10,126,2,15,7,8,19,39,0,3,36,6,4,9,368
621,15,50,1,124,37,55,0,19,12,9,12,45,1,6,44,11,7,6,454
622,7,8,1,2,1,16,1,2,2,3,7,42,0,3,4,2,5,2,108
623,28,37,2,7,38,64,2,29,8,17,14,59,4,3,68,3,17,9,409
624,36,67,19,21,59,107,4,49,9,9,41,162,14,9,89,11,47,17,770
625,5,7,0,0,0,11,0,1,1,0,7,37,1,1,3,0,2,0,76
626,5,11,6,0,14,21,0,14,1,19,10,20,4,10,24,3,10,21,193
627,0,3,20,0,9,9,0,12,1,1,4,8,0,0,7,1,1,9,85
628,1,2,1,1,2,48,0,2,0,6,15,11,1,2,3,0,1,9,105
629,9,11,51,4,18,88,2,58,1,66,12,46,0,31,19,4,2,171,593
630,2,7,4,5,5,67,0,5,1,2,68,53,1,9,7,1,9,5,251
631,19,61,14,21,50,129,0,44,7,15,42,111,7,12,53,15,13,24,637
632,1,11,1,1,30,7,0,13,0,0,2,6,0,0,21,1,3,1,98
633,7,12,0,1,2,15,0,3,1,0,3,23,0,0,8,2,0,0,77
634,0,0,11,2,7,28,0,15,0,29,6,8,0,23,6,0,2,55,192
635,15,19,0,1,3,58,0,6,10,7,29,106,1,31,7,16,12,8,329
636,2,19,5,35,59,15,0,25,1,3,4,11,1,1,42,0,5,3,231
637,16,48,14,39,53,96,0,63,4,31,44,130,17,26,92,8,37,59,777
638,6,17,11,13,28,48,0,28,2,2,12,31,1,1,38,1,5,3,247
639,17,69,22,14,58,115,0,92,3,34,86,109,29,41,137,6,26,74,932
640,4,7,0,0,1,5,0,0,1,0,1,15,0,0,1,1,2,1,39
641,6,8,12,2,16,50,2,19,0,3,29,59,0,3,23,0,18,9,259
642,1,5,2,3,9,3,0,7,0,0,7,11,1,0,5,1,1,0,56
643,5,12,0,5,4,32,0,3,3,5,10,23,1,2,8,3,2,3,121
644,6,22,1,3,30,36,0,8,4,5,17,42,0,0,26,3,8,4,215
645,4,8,1,0,3,20,2,3,1,4,3,20,0,2,4,3,6,3,87
646,22,42,22,2,57,49,0,61,4,5,31,99,17,4,132,6,63,16,632
647,15,49,5,6,43,123,2,38,0,1,21,23,4,1,130,4,12,9,486
648,13,35,4,10,23,72,3,11,2,10,21,74,2,3,35,4,7,7,336
649,2,13,3,13,24,16,1,8,1,2,3,21,1,1,30,1,7,4,151
650,1,13,1,1,9,12,0,8,0,0,4,9,0,0,27,0,5,1,91
651,39,60,20,56,102,200,1,90,8,9,38,107,19,23,160,15,46,25,1018
652,16,79,2,34,54,19,0,22,3,1,9,26,1,0,51,12,4,1,334
653,0,3,0,0,0,6,0,1,0,1,7,14,0,0,2,2,0,1,37
654,18,68,5,3,19,48,0,22,2,1,24,86,0,1,71,8,13,2,391
655,25,34,16,2,18,201,15,23,1,4,91,228,3,8,58,9,12,17,765
656,12,26,2,12,18,52,0,13,11,11,26,81,2,14,18,10,14,10,332
657,2,4,2,2,2,23,0,1,1,4,10,31,0,1,3,2,2,3,93
658,5,16,4,7,11,51,0,10,0,5,11,26,1,2,16,4,3,7,179
659,8,9,2,0,5,20,0,6,1,0,21,106,1,0,12,3,9,2,205
660,67,150,14,21,101,232,2,84,10,6,100,269,26,17,194,33,52,25,1403
661,6,17,2,18,15,13,0,9,1,0,4,31,2,0,32,2,11,0,163
662,6,19,28,6,24,33,0,36,1,45,8,10,1,22,48,0,4,58,349
663,7,44,1,35,37,20,0,26,1,1,8,12,1,3,71,5,5,1,278
664,17,28,2,8,14,78,0,14,6,9,15,52,2,12,28,5,13,11,314
665,0,6,0,15,5,5,0,2,0,0,0,3,1,0,5,0,0,0,42
666,8,21,0,1,11,37,3,5,1,6,24,51,0,5,12,4,5,5,199
667,6,47,1,101,36,26,0,18,0,2,11,24,2,3,48,5,4,1,335
668,5,21,0,2,14,8,0,6,0,0,7,6,0,0,18,3,5,0,95
669,60,110,12,31,45,174,5,51,3,20,62,137,6,10,120,15,15,29,905
670,8,13,2,4,3,16,5,4,5,3,4,55,1,7,2,4,8,5,149
671,16,25,3,7,14,43,3,15,7,2,10,63,2,4,26,10,17,4,271
672,4,10,2,5,9,8,0,12,4,3,2,15,2,6,25,3,8,2,120
673,15,33,4,9,30,108,1,20,3,6,61,310,5,11,36,15,20,19,706
674,6,30,2,4,32,19,0,17,2,3,4,24,2,2,36,6,9,2,200
675,3,9,1,3,4,18,0,3,0,1,3,16,0,1,6,0,0,1,69
676,37,61,11,21,36,211,1,30,1,9,53,144,8,8,72,7,16,22,748
677,18,31,3,8,10,59,3,12,2,5,23,117,3,5,27,14,15,8,363
678,45,153,41,114,143,355,4,148,6,71,145,312,13,57,206,33,35,135,2016
679,2,14,4,9,22,17,1,16,1,3,6,34,3,1,26,3,9,7,178
680,2,12,1,3,4,14,0,5,0,0,4,8,0,0,10,0,2,0,65
681,0,2,2,0,2,11,0,3,1,32,2,4,0,11,1,0,0,30,101
682,6,12,1,9,11,19,0,10,1,2,9,34,0,3,17,3,14,3,154
683,2,14,1,2,3,4,0,3,0,0,2,11,0,0,21,0,3,2,68
684,0,7,0,0,3,14,0,0,0,3,3,19,1,2,11,1,1,1,66
685,6,20,5,8,26,82,0,31,1,3,23,34,2,6,51,2,11,4,315
686,1,6,0,1,5,7,0,6,0,0,5,14,0,0,12,0,6,0,63
687,26,111,8,20,58,102,0,38,3,3,110,121,2,7,89,18,14,8,738
688,1,1,0,1,4,3,0,4,0,0,3,25,0,0,8,0,32,0,82
689,4,14,4,10,53,41,0,26,0,0,75,41,2,1,37,4,11,4,327
690,15,32,9,16,40,72,1,26,3,14,20,50,3,15,33,6,8,22,385
691,8,13,1,3,15,47,3,8,4,7,25,39,2,1,19,2,8,6,211
692,76,185,16,44,97,176,4,73,8,20,88,239,8,15,189,37,34,28,1337
